1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	C
-0.28228	0.713	0.70504	0.85384	1.02432	1.74882	0.89206	1.00269	0.37752	0.4057	-0.41845	-0.78919	-0.89545	-0.37988	-1.24218	-0.25985	-2.25458	-0.52422	-0.00124	-1.52339	-0.32959	1
-0.81687	1.20652	1.13434	0.01299	0.49998	0.31568	-0.5962	-0.23437	-1.32394	-0.99162	-0.35923	-0.97432	-0.45345	0.02918	0.87793	0.64589	0.17064	0.82769	0.46647	0.6036	-0.9113	0
1.02448	0.26693	1.5889	1.12235	2.74631	1.81497	1.13018	0.83088	0.2693	-0.20155	-1.26529	-0.83548	-0.99838	-1.68661	-1.11834	-0.20462	-1.97313	0.11989	1.001	0.28918	0.58309	0
-0.73767	-0.56826	0.48618	-1.61217	-0.47125	-1.24425	-1.41971	-0.44055	0.56991	1.94667	3.38937	1.69023	1.99268	0.53483	-0.12268	-0.21567	-0.62579	-1.09754	-1.56305	-0.016	0.15182	2
-0.13379	-0.09372	-0.61655	0.35216	-5.2911E-4	-0.19144	1.53201	2.18822	1.98879	-0.18849	0.43431	-0.08173	-0.49583	-0.32307	-0.81122	-0.28194	-1.05095	-0.77903	-0.19333	1.10299	-1.62339	1
0.4107	0.05813	-0.50712	-1.42846	-0.87642	-0.01505	-1.18158	-0.99608	-1.02935	-2.31058	-1.3778	0.46044	1.35088	0.853	1.15532	0.89441	2.13478	0.88432	2.29555	1.84281	-1.3225	2
1.51946	1.11161	2.11921	0.35216	1.23883	0.6905	0.3166	-0.49782	0.7623	-0.33867	0.41063	-0.20074	-1.26479	-0.47646	-1.39078	-0.78451	-1.00304	-1.52222	0.83396	-1.43091	-0.97147	1
1.04428	-1.6502	-1.48357	-1.52032	-1.04326	0.47553	-1.96044	-2.1816	-1.52235	-1.03732	-0.92773	-1.08672	0.43661	0.89277	1.74975	1.72283	1.19463	0.18359	0.31614	2.41618	-0.18918	0
0.2721	-1.25159	-1.23104	-0.99744	-1.19222	-0.0371	-0.18445	0.44716	-0.0734	1.63325	1.10942	-0.12801	0.15203	0.19963	0.35781	0.05495	0.32634	0.25437	0.55834	1.38967	-0.05879	2
-1.60885	-1.5458	0.09054	-0.19898	0.59531	1.30785	1.17483	0.97979	0.85248	1.24148	0.38694	-0.13463	-0.68353	0.04623	-0.16726	-0.78451	-0.94316	-1.32404	-2.03076	1.35268	-0.51012	1
-0.78717	-0.30251	2.31282	1.5463	1.24478	0.86137	2.37536	1.59259	1.0088	0.23593	-1.39557	-2.28346	-2.46363	-1.40254	-0.83599	-0.81765	-1.80546	-0.54545	-0.93666	0.46489	0.96421	0
0.2424	-1.36548	0.73871	-0.15659	-1.91915	-0.40641	-0.52675	1.37496	1.51984	1.03253	0.76594	0.63234	-0.02961	0.98367	-0.94992	-0.81765	-0.8234	-0.89935	-1.18721	-0.04374	0.00138	1
1.69766	-0.10321	-0.48186	-0.3615	-0.4772	-1.0403	-0.28367	0.66479	0.75629	1.2676	0.42247	2.32496	1.56279	0.58597	-1.0589	0.11018	-1.0749	-0.21278	-0.05135	-0.38591	0.78368	2
0.95518	-1.26108	-1.39939	-1.39313	-1.15647	-0.84187	-0.98315	-0.9789	-0.9091	-0.35172	0.52907	0.75136	1.41748	-0.06172	1.2643	0.91098	0.65569	0.07742	1.08452	-0.72808	-0.71071	2
1.51946	0.33337	0.9239	0.42282	0.70257	-0.02608	0.99128	0.85952	1.27935	0.77788	0.458	0.11662	-0.34446	0.04055	-1.6335	-0.86183	-0.49405	-1.04799	0.38295	-0.74658	-0.62044	1
0.4206	-0.51131	-0.57446	0.2815	0.91111	0.49206	0.71347	0.13217	0.79236	0.25552	0.03754	0.65879	-0.49583	-1.61844	-0.23661	-0.03894	-0.81142	-0.42512	0.36625	-0.35817	0.87394	1
-0.43078	-0.55876	0.41042	0.88211	-0.85259	-1.21669	-1.32545	-0.03392	-0.49426	1.06518	1.19232	0.95632	0.90888	1.29615	0.39744	-0.70167	-0.07487	-0.42512	-1.39601	-0.08998	-0.93136	2
1.14327	-0.26455	-1.60142	-0.63001	-0.54275	-0.27963	-0.72022	0.45861	0.53985	1.43736	1.97994	1.76296	-0.10227	0.44961	0.96214	0.4305	-1.52402	0.58704	-1.11205	1.25095	0.57306	2
0.82648	-1.72613	-0.13674	-0.27671	-0.98963	-0.74265	-1.22127	-0.54936	0.5158	1.21536	0.76594	0.40093	1.85948	0.18258	0.18939	-0.77347	0.11076	-0.3685	-0.2685	0.29843	-0.59036	2
-0.54958	-1.56478	-1.32363	-0.23431	-1.0373	0.52514	0.05367	0.6247	0.2212	1.28719	0.54091	1.88858	0.32762	-0.30034	-1.00441	-0.41449	-1.97912	-1.12585	0.38295	0.09498	0.894	1
-0.33178	-0.01779	-0.99534	-1.30127	-0.81684	-0.38436	-0.76983	1.43796	0.73224	1.11742	1.31076	0.4406	0.06121	-0.49919	0.07546	1.09323	-1.23658	-1.38066	-0.59423	-0.45989	0.61318	2
-0.03479	0.49471	0.14947	-1.41433	-0.39974	-1.03479	0.26699	0.28107	-0.51831	1.23495	1.90296	0.71168	0.56981	1.3416	-0.27624	0.4305	-0.20062	-0.65162	-0.15992	1.51914	0.52291	2
1.00468	-0.46386	2.14447	0.00593	-0.63212	-1.36001	-1.40978	-2.04988	-2.73081	-0.93285	-0.59018	0.11662	1.1874	0.05191	0.88288	1.49087	0.97905	0.84185	0.06558	1.26945	0.80374	2
-1.12376	-0.1127	1.63099	0.85384	0.99453	0.94957	1.53697	0.72779	0.59997	-0.36478	-0.34146	0.08356	-1.37377	-0.58441	-0.2812	-0.42553	-0.19464	-0.3685	-0.21839	-0.10848	-0.66056	1
1.15317	0.01068	0.67137	1.24953	2.98465	1.00469	1.74037	1.82741	1.61002	-0.13625	-0.89812	-0.64373	-0.75619	-1.09006	-0.89048	-0.36478	-1.7875	-0.58084	-1.32085	-0.98702	0.56303	1
-0.29218	-0.03677	-0.96167	-0.68653	-0.67979	-0.07568	-0.3928	0.47007	0.8104	1.01295	1.33445	1.20096	0.64247	-0.74917	-0.58831	-0.33164	0.20059	0.67905	-0.52741	0.11347	0.85388	2
0.4206	-0.20761	-2.39269	-0.6724	-0.24483	-1.10094	-0.31839	0.77361	0.88856	0.49058	1.9148	1.54477	0.95732	-0.03331	-0.62299	-0.25433	-0.02098	0.53749	-1.3626	0.41865	0.90403	2
-1.54945	0.05813	-0.81857	1.05875	-0.66787	-1.13401	-0.48706	-0.53791	-1.1075	-0.60638	-0.63164	-0.08834	-0.11438	-0.2208	1.94789	1.52401	-0.25452	1.9885	0.47482	0.46489	1.0645	0
-0.49018	0.66554	0.95757	1.22127	1.48908	0.48655	1.31374	1.09433	-0.06138	0.59506	0.5646	-1.09334	-1.36166	-1.34005	-0.22671	-1.34231	-0.70363	-1.08338	-0.57752	-0.97777	0.16185	1
1.63826	-0.79603	1.26061	0.18258	2.50202	1.50078	2.07275	1.81595	0.29335	0.47752	-0.20526	-1.93303	-2.53629	-1.83433	-1.33629	-0.55808	-1.25455	-1.19663	-1.5547	0.93653	-0.78091	0
-0.76737	0.77943	-0.90275	-0.0082	-0.46529	-0.81431	-0.4821	-0.44055	-0.07941	-0.33214	0.73633	0.85714	0.34578	1.47796	0.17948	0.15436	-0.09882	-1.15416	-0.96171	-0.82981	-0.2293	2
-0.39118	-1.93492	0.14947	0.95983	-0.8943	0.17787	-0.2291	-0.3661	-0.89708	-1.33768	-0.71454	0.18274	0.69696	0.56892	0.12004	0.45811	-0.7695	1.35855	0.81725	-0.47839	-0.2995	0
-0.55948	1.21601	0.14105	0.58534	0.95878	0.20543	0.51007	0.87097	0.02881	-0.28643	-1.75089	-0.27347	0.10965	-0.97075	-0.08305	-0.46419	1.06289	0.8914	-0.63599	0.77931	-2.21513	0
-0.45058	-0.43538	-1.10477	-0.6512	-0.82279	-0.9025	-0.11996	0.8137	2.33149	1.65284	1.55356	1.78941	0.72118	1.22797	-0.80131	-1.46934	-1.03897	-0.89935	0.07393	-0.43215	-0.61041	1
-1.11386	-0.56826	0.4525	-0.37563	0.75023	0.6464	0.92183	0.6877	0.22721	0.77788	1.0502	-0.6834	-0.2718	-1.24914	-1.46013	-0.94467	-0.53596	-1.83366	0.33284	-1.45866	1.24503	1
0.49979	0.45675	0.05687	1.50391	-0.0184	0.6464	-0.16957	-0.63527	-0.94517	0.56241	0.22112	-0.22058	-0.26575	0.44393	0.04078	-0.23223	1.07486	0.2756	-0.39378	0.40015	-2.12486	0
0.98488	0.713	-0.57446	-1.77469	-0.88238	-1.02377	-0.85913	0.2868	0.17911	0.5167	0.65343	0.28192	1.61729	0.55188	0.40734	0.40288	0.88923	-0.40389	-0.56082	0.4094	0.212	2
0.59879	0.87434	0.52826	0.20377	1.34608	0.66845	2.36544	-0.16565	-0.32591	0.04005	-0.25263	-1.2983	-1.57358	-1.37982	-1.88613	-1.45829	-0.27248	-0.15616	0.54164	0.22444	-0.37974	0
0.71759	0.54216	1.54681	0.11898	0.38677	0.55821	-8.95934E-4	0.79652	0.28733	0.84318	0.9969	-0.43216	-0.45345	-0.51624	-0.7171	0.59066	-1.13478	-1.02676	-0.93666	0.77931	-0.48003	1
-1.49005	0.03915	-0.24617	-0.08593	2.22793	1.35195	1.98841	2.13667	1.15309	-0.18196	-1.75089	0.16952	-1.70073	-0.59009	-1.28181	-0.8784	-0.47009	-0.69409	-0.37708	-1.15348	0.13176	1
-0.10409	-2.00136	-0.54079	-0.83492	-0.69767	-1.53088	-0.59124	-1.43707	0.47371	0.09228	1.92665	0.15629	0.27313	0.77345	0.82839	0.6017	0.01495	-0.41805	-0.31861	-1.2922	0.95418	2
0.183	0.02017	-1.36572	0.73372	-0.63808	-0.72611	-0.53667	0.63616	-0.34996	0.90194	1.47658	1.93487	1.36904	0.47802	-0.34559	0.36422	0.3443	0.4384	-1.02018	-0.58012	-0.16912	2
-2.15333	0.89332	0.35991	-0.09299	-1.31139	-0.41744	-1.53877	-1.19653	-0.77082	-1.15486	-0.12827	-1.19251	0.85439	1.06889	1.37328	1.3528	2.70366	2.87325	0.42471	0.77007	-0.51012	0
0.93538	0.8079	0.15788	1.20714	0.84557	2.56462	1.52705	0.30971	1.19518	0.09228	-0.88628	-1.16607	-1.58569	-1.09006	-0.59327	-1.35888	0.22454	-0.54545	-2.16439	0.44639	-0.68062	1
0.03451	0.2954	1.12592	0.98809	-5.2911E-4	0.99918	0.01399	-0.25728	-0.65057	0.39264	-0.73231	-1.42393	-1.16186	-0.81167	0.07546	-0.23776	0.35628	-0.37558	-0.71115	-0.31193	0.66333	0
0.66809	0.63707	0.56194	-0.94091	-1.28159	-1.17811	-1.49412	-0.77845	-1.04738	-0.58679	-0.57834	-0.20736	0.27313	1.16548	1.95779	1.33623	1.47607	1.34439	0.17415	1.38042	1.21494	2
-2.34142	0.02017	-0.63338	0.98103	0.24377	0.57474	0.49023	0.18944	0.86451	0.71259	0.54091	-0.55778	-0.25969	-0.99916	-1.17778	-1.56322	-1.73361	-1.68502	-0.54411	0.38166	-0.37974	1
-1.02476	-0.74858	-0.85224	0.76905	-1.26372	-1.03479	0.3414	0.06917	0.5158	1.4896	1.44697	1.8952	-0.19915	0.46097	0.09527	0.2372	0.1946	-0.98429	-0.52741	0.22444	-1.69359	2
-0.95546	-0.85298	-0.73439	-2.06439	-1.12072	-1.52537	-0.23902	-1.17935	0.19114	0.1184	0.38102	-0.03545	-0.47767	0.80754	0.10023	0.44707	0.80539	1.15328	1.25155	0.31692	0.27218	2
0.2721	-0.86247	-0.34718	-0.97624	-0.82875	-1.15055	-1.09725	-1.54016	-0.58444	-1.0765	0.0257	-0.09495	-0.18704	1.31887	0.94728	1.34176	1.84135	2.29993	1.70256	0.53887	0.9943	2
0.62849	-0.47335	0.62928	1.8996	1.34012	0.66845	1.32366	1.11724	0.44966	0.62117	-1.28897	-1.13301	-0.30208	-1.43095	-0.97469	-1.23738	1.12277	0.18359	0.97594	0.54812	0.60315	0
-1.24256	0.72249	1.02491	0.24617	-0.35804	-0.34578	0.29676	-0.06828	0.5639	1.41125	1.92073	0.4406	0.99365	0.5462	-0.81122	-0.67958	-0.15871	0.61535	-0.83643	0.40015	1.1648	1
-0.38128	0.14355	0.8313	0.53587	0.81578	0.08417	0.99624	0.65334	-0.26579	0.26205	-0.47174	-0.27347	-1.76733	-0.07308	-0.33073	-0.06103	0.15867	1.2453	-0.56917	-0.23795	0.11171	0
-1.59895	-0.5208	-1.1637	-0.53815	-0.60233	-0.79226	-0.52675	0.11499	-0.3199	0.61464	-1.02249	-0.5115	0.13992	-0.11853	0.87297	0.70664	1.21858	-0.12785	-0.10981	1.92604	0.58309	0
0.90568	0.713	-0.59129	-1.26594	-0.23291	-0.20246	-0.2787	-0.57227	0.87052	1.20883	1.63055	1.32658	0.35789	0.43257	-1.30162	-0.59122	-1.44617	-0.97721	-1.35425	-1.44941	1.6763	1
-0.05459	-0.6252	-0.68389	0.21084	-2.03832	-0.20798	-0.76487	0.00617	-0.55438	-0.51496	0.16191	1.09517	1.27822	0.56324	-0.62299	-0.0058	0.41616	-0.52422	-0.77797	1.21396	0.40256	2
1.49966	1.40582	1.81618	0.95983	0.37485	0.28811	1.07561	1.13442	1.06291	-0.61943	-1.01064	-0.66357	-1.58569	-1.4139	-1.6979	-1.70129	-0.2126	-1.43729	0.86736	0.54812	-0.32959	1
-0.43078	-0.56826	-0.43977	0.23204	1.66783	0.52514	0.77796	-0.19428	-0.62051	-0.69779	-1.51993	-0.07512	-1.91265	-0.48215	-0.82608	-0.08312	0.35029	-0.62331	1.19309	-0.67259	-0.44994	0
-0.50008	-1.36548	-0.65022	-0.97624	-0.507	-0.74265	-0.47218	-0.81854	-0.10346	-0.15584	1.17456	2.13983	0.53954	0.06327	0.03088	-0.39792	-0.29045	-0.70117	0.09899	-0.51538	-1.05171	2
0.66809	-0.06525	0.89023	-0.45336	-0.51296	-1.05133	-0.78967	-1.06481	-1.2518	0.0074	0.36917	-0.43877	1.17529	1.19956	1.12065	0.36975	0.5479	0.3747	0.7922	0.73307	1.37542	2
0.3414	-0.29302	0.55352	0.28857	1.68571	1.18108	0.62417	0.65334	1.5499	0.96071	0.24481	-0.90159	-1.38588	-0.22648	-1.74744	-0.60226	-0.38626	0.07034	-1.63822	-0.93153	0.7235	1
0.79678	-0.34997	-0.94484	0.95983	-0.3342	0.49757	-0.87897	-0.93881	-1.35401	-1.30503	-1.44294	-1.0735	-0.28997	-0.79463	0.17453	0.30347	0.8533	0.43132	-1.19557	-0.92228	-1.87412	0
1.07398	-0.35946	0.74713	0.09779	-0.71554	-0.81431	-1.01788	-0.48064	-2.20774	-0.88715	-0.1638	1.47204	0.9997	0.38712	0.4866	-0.76794	1.64374	0.70029	0.03217	2.23122	-1.69359	2
-0.92577	0.51369	-0.25458	0.18258	0.5834	-0.09222	-0.6855	0.0978	-0.15156	1.3133	0.96729	0.6654	0.6243	0.35871	-0.70224	-0.74033	-0.70962	-0.76487	-0.77797	0.90878	0.16185	1
0.84628	0.57064	-1.66876	-1.18822	-0.76917	-0.21349	0.34637	-0.0511	0.11298	1.06518	1.13903	1.12823	0.50926	0.1769	0.78381	0.08809	-0.45213	0.82769	-0.94501	-0.45065	-0.23932	2
-0.50008	-0.18862	-0.928	0.81851	0.0531	0.59128	0.16777	-0.13701	-0.75879	-0.03178	-1.31266	-1.19913	0.73329	0.44961	0.85316	0.87232	1.34433	0.86308	0.25767	0.23369	-0.2293	0
-0.98516	1.4248	0.13263	1.46858	1.67379	1.29683	-0.11004	1.37496	0.22721	0.73218	-0.32962	-1.03383	-1.47065	-2.04455	-1.29171	0.0439	-0.07487	-0.84981	-1.50459	-0.72808	-1.00156	0
0.00481	1.56717	-0.65863	-1.44966	0.42252	-0.14734	-0.7103	0.38989	0.23923	-0.65208	-0.88628	-1.09995	0.87255	0.21099	1.18505	1.01039	0.88923	0.57996	-0.53576	1.61162	0.35241	0
0.3513	0.10559	-0.38085	-0.91971	-0.54871	0.35426	-0.47714	0.33262	0.45568	1.35901	1.15679	1.91503	1.29033	-0.11853	-0.35054	-0.59122	-1.63181	-1.27449	-2.10593	0.77931	-1.11189	1
0.3414	0.72249	0.52826	-1.86655	-0.84067	0.80074	0.01399	0.56743	1.41162	1.08477	0.22112	-0.24041	-0.15071	-1.35141	0.40239	-0.94467	-0.63178	-1.07631	0.07393	-0.59861	1.44562	1
1.03438	-0.312	-0.18724	0.04126	-0.19716	0.33772	0.7482	-0.73263	-0.72873	-0.73697	0.09084	-1.24541	-0.35657	-0.7094	1.30393	-0.43105	1.19463	0.41717	-0.95336	-0.99627	0.66333	0
-0.70797	0.44726	-0.10306	1.55337	1.23883	0.86689	0.92183	0.71634	-1.29388	0.58853	-1.22975	-0.22719	-0.12043	-0.02195	-1.69295	-0.18253	0.16466	0.53749	-0.494	-0.72808	0.49282	0
1.88575	1.81392	2.40542	1.60283	1.17328	1.83702	0.56464	1.03133	0.18512	-0.35172	-0.50728	-2.0256	-1.00443	-1.10711	-0.09792	-0.40344	-0.63776	-0.75072	-0.27685	0.90878	0.88397	0
-0.42088	0.57064	1.14276	0.80438	1.8168	2.1016	1.60147	1.42078	0.90659	0.97377	-0.25855	-1.59583	-1.70073	-2.22067	-1.22732	-1.02199	-0.96113	0.02787	-0.73621	-0.18246	-1.62339	1
1.34127	0.72249	-0.81857	-0.39683	0.62511	-0.21349	-0.65077	0.57889	-0.15156	-1.12874	-0.66125	-1.02061	-0.82279	-0.70372	1.46244	0.88889	1.21858	1.31608	-0.24344	-0.25644	-1.21218	0
1.46996	-0.17913	-1.11319	0.79731	-0.03032	1.58897	0.71843	0.14935	-0.42812	-0.64555	-0.58426	-0.86192	-0.60482	-0.58441	-1.33134	-0.6354	-0.50602	0.72152	0.74209	0.32617	0.23206	0
-0.93567	1.43429	-1.13844	-0.29084	-1.15051	-1.27181	-0.80456	-0.9159	0.54586	-0.01872	0.30403	0.54639	0.44871	1.54613	1.96275	-0.17701	0.20059	0.03495	-0.26015	0.39091	0.93412	2
0.1731	-0.77705	-0.86066	-1.20941	0.33314	0.7346	-1.14686	-0.77845	0.58794	1.45042	0.86662	2.30513	1.16923	0.71664	-0.8558	0.1157	-0.518	-0.55253	-1.26238	-0.04374	-0.37974	2
0.68789	-0.85298	0.51143	-1.29421	-0.44741	-0.23002	-0.1398	0.16653	1.30941	2.65838	2.0214	1.71668	1.24795	0.96662	-0.34064	-0.67406	-1.24856	0.53041	0.14075	1.56538	1.78662	1
0.05431	1.11161	0.84814	0.3027	-0.11374	0.31568	-0.62597	-1.02472	-0.88505	-0.43661	-0.95142	-0.88837	-1.36772	0.60869	0.13985	0.1875	0.43413	0.38885	0.80055	1.01976	-0.32959	0
-0.51988	1.44379	0.35991	1.34846	2.12068	1.82048	0.84741	1.10578	0.94267	0.89541	-0.55465	-0.83548	-1.72495	-1.21505	-0.48924	-1.19872	-0.99107	-0.54545	-0.2518	-0.016	2.22792	1
-0.18329	1.14008	0.20839	0.59947	-1.66889	-0.05364	-1.23119	-0.83	-0.15757	0.37305	0.77779	-0.3991	1.5083	1.1882	0.57576	0.76739	1.09283	0.43132	-0.02629	-0.45989	1.04444	2
1.60856	0.76994	0.4525	-0.52402	-0.1912	-0.33475	-0.39777	0.12071	0.04083	-0.59985	-0.13419	-0.40571	0.17625	0.45529	1.22467	-0.09969	0.93714	1.02588	1.82784	1.60237	-0.89124	0
-1.28216	1.70953	0.39358	0.86797	1.31033	1.24171	1.026	0.29825	0.08893	-0.7892	-1.09947	-0.49166	-0.30208	0.3928	0.39744	0.36975	1.48206	1.39394	0.13239	-0.04374	1.82674	0
-1.54945	1.3299	0.67137	-0.84905	-0.59637	-1.8561	0.1777	-0.42337	-0.32591	2.12296	1.79044	2.06049	0.76962	-0.41397	0.08536	-0.09417	-1.55396	-2.29373	-1.54635	-0.80206	1.00433	1
-1.87614	0.53267	1.78251	-0.89851	-0.14353	0.1007	0.95655	0.30971	0.52782	0.582	0.74818	0.67201	0.44266	-1.21505	-0.92515	-0.06655	0.24849	-0.38266	0.33284	-1.17198	-0.09891	1
0.89578	1.07365	-1.18053	0.35216	-1.47226	-0.40641	-0.83928	-0.14274	-0.14555	0.77135	-0.43621	0.64557	0.66063	1.30751	1.08102	1.04905	0.73354	-0.15616	0.44142	-0.25644	1.38545	2
-1.10396	0.75096	0.49459	-0.6512	-0.0482	-0.81982	-0.33824	-1.00754	-0.23573	-1.24627	-1.2416	-0.74291	-0.03567	-0.05604	2.1064	0.78948	1.47009	2.25746	0.05723	0.78856	-0.21927	0
0.52949	0.44726	0.60402	-0.41096	0.76215	0.1448	0.33644	1.04851	0.35347	1.24148	0.67119	-0.67679	-0.67747	-1.3855	-1.11834	-1.14902	-0.02697	-0.6587	0.85901	-0.52463	1.53589	1
-1.12376	0.97874	0.94073	0.43695	1.69167	1.10391	1.36831	0.46434	0.50377	1.05212	-0.31777	-1.59583	-2.15484	-2.12409	-1.50967	-1.94429	-0.8234	-0.67993	-1.07029	-0.82981	0.0415	0
1.29177	0.12457	0.10738	-0.99037	-1.06113	-0.92455	-1.29072	-1.52298	-1.52836	-0.04484	0.04347	-0.61729	0.98759	0.80186	1.93798	1.27548	1.90723	0.24729	1.21815	-0.18246	-0.61041	2
0.3315	0.26693	0.07371	-0.41096	-0.81088	0.53616	0.80277	0.03481	1.47174	1.45042	-1.09947	0.77119	-1.14975	-0.87985	-1.31648	-0.01685	-0.58986	-0.89935	0.09899	-0.56162	-0.34965	1
-0.16349	-0.85298	-1.8287	-0.41803	0.32123	-0.29617	-0.62101	-0.30882	2.0429	0.43182	1.73714	1.12162	1.05419	0.75073	-0.16726	-0.76794	-0.67369	-1.39482	1.26826	-0.60786	-0.55024	2
-0.20309	0.17202	0.04845	-1.63337	-0.31037	0.29363	-0.20429	-0.02819	1.3515	0.86277	1.90888	0.87698	0.76356	-0.90257	-0.57345	-1.33127	-0.95514	-0.95598	-1.3292	1.53763	-0.45997	1
-0.06449	-0.34048	-0.94484	-1.54858	-1.00751	-0.79226	-1.10717	0.03481	-0.62051	-0.34519	0.09676	0.32159	0.78778	1.64272	0.67483	-0.28746	0.93714	0.28976	0.19086	-0.55237	-0.10894	2
-1.02476	-0.5208	0.03162	0.81851	-1.31139	-0.19695	0.27691	-0.452	0.39555	1.28719	0.35141	0.20258	-0.69564	1.35864	-0.10287	1.19816	0.0389	0.50918	-1.38766	1.86131	0.06156	2
-0.22289	-1.14719	0.64611	-0.12832	-1.04921	0.26607	0.66386	0.32689	0.53985	0.54935	1.00874	-0.61729	0.9331	0.05759	-0.79636	-0.9502	-0.55393	-0.76487	-0.2852	1.30644	-0.09891	1
-0.65847	-0.55876	1.31111	0.05539	-0.45933	-0.55524	-0.74007	-0.55509	0.8104	-0.26031	-0.24079	0.50672	0.95126	0.83595	0.11509	-0.4421	0.12274	0.02079	0.89242	-0.2102	0.85388	2
-1.78704	0.3998	-1.58458	0.15431	-0.27462	-1.33796	-0.99803	0.1608	1.26733	0.95418	2.22274	0.22902	0.24285	-0.02195	-0.15736	0.02734	-1.0749	-0.46759	-2.23956	1.21396	0.79371	2
-0.96536	-2.51386	-1.20579	-0.12126	-0.79896	-1.94429	0.18266	-0.12556	-0.56039	0.09228	1.32853	1.10178	-0.47161	0.75641	0.51632	-0.64092	-0.58387	-0.38973	-0.51071	0.2152	1.07453	1
1.85605	-0.7296	-0.17882	-0.34737	-1.09092	-0.9025	-0.30351	0.58461	0.2693	1.69202	0.24481	2.20595	0.76356	-0.98211	-0.31587	-0.79556	-0.64974	-0.5313	0.29108	1.61162	0.00138	1
-1.74744	-0.04626	-0.04414	-1.08929	-0.69171	-1.09542	-0.47218	-0.96172	-2.06946	-1.21362	-0.83298	0.42738	1.1329	0.58597	1.59123	1.27548	1.24852	1.51427	-0.31026	1.30644	-2.24521	0
-1.00496	-0.94789	0.49459	-0.33324	-1.30543	-0.31822	-1.30561	-1.50007	-1.46223	-0.22766	-0.98695	0.26869	0.54559	0.40984	2.02219	0.67902	0.3982	1.38686	1.61069	2.31445	-0.55024	2
0.70769	1.21601	-1.09636	-1.14582	-0.90621	-1.48127	-0.91866	0.51589	-0.7107	0.39264	1.21009	1.48527	1.36904	1.01776	-0.10782	-0.14939	-0.96113	-1.64255	-1.14545	0.08573	-1.21218	2
-1.21286	1.10212	-1.71927	0.38749	-1.53781	-0.1749	-1.48916	-0.94454	-1.82897	0.02699	-0.36515	0.05712	0.83622	1.6484	2.00238	1.51296	1.8174	0.8914	2.20368	0.4094	-0.7408	0
1.79666	-0.58724	-1.18895	-0.88438	-1.40076	-1.02377	-0.18445	-1.28244	0.46169	0.13799	0.96729	1.26708	0.4245	1.67112	-0.26138	-0.16044	0.23053	0.33931	0.09899	-0.14547	0.80374	2
-0.17339	-0.69164	0.44409	0.88917	1.9598	1.92521	1.36831	1.62695	0.63003	0.12493	-0.92181	-0.98755	-1.79761	-0.59009	-1.45022	-1.49695	-0.35632	-0.3048	-1.06193	1.13998	-0.3998	1
-1.12376	0.03915	2.33808	2.09745	2.09088	1.16454	0.14297	0.77361	0.29335	0.23593	-0.38291	-1.14623	-0.67747	-2.10704	-1.67313	-0.85079	-0.90723	-0.50298	-0.63599	-0.35817	0.17188	1
1.40067	-2.12474	-0.61655	-1.41433	-0.34016	-0.14734	0.32156	0.2868	-0.28984	-1.80128	-1.40741	-0.1743	0.72118	-0.80599	0.75904	-0.05551	2.03298	0.73568	0.43306	-0.74658	-1.73371	0
-0.40108	0.42827	0.12421	-0.75719	-0.88834	-0.81431	-0.11004	-1.48862	-0.66861	-1.12221	0.08492	0.57945	1.1874	-0.26625	1.45749	0.77291	-0.20062	0.98341	-0.26015	0.49263	-1.34256	2
1.65806	-0.38793	-0.2125	-1.35073	0.8992	-0.63792	-1.40482	-1.99261	-1.01732	-1.52704	-1.59692	-0.47183	-1.1558	0.04623	1.15037	1.2313	1.11079	0.16236	0.65857	-0.15472	-1.152	0
0.70769	1.95629	0.36833	-1.85242	-1.53781	-1.7679	-0.72518	-1.17363	-1.19769	-0.01219	0.67119	-0.59745	0.86649	0.97231	0.79372	0.80605	1.18265	0.28268	-0.56082	0.8533	0.0415	2
1.50956	0.13406	-0.25458	-0.72893	-0.47125	-0.21349	0.2273	-1.28244	-1.41413	-0.37784	-0.41845	-0.18752	-0.15676	1.0348	0.58567	1.41355	0.47006	0.53749	-0.20168	-0.09923	0.71347	0
-0.70797	1.44379	0.91548	0.99516	0.62511	0.27158	-0.3928	-0.72118	0.19715	-0.76308	-0.72047	0.09018	0.4245	0.01782	0.35781	0.31452	1.02696	0.57996	1.07616	1.6856	0.0415	0
-1.13366	0.87434	-2.02231	-0.26258	-0.72746	-0.75367	-0.58132	-0.20574	-0.20567	0.20981	0.29811	1.09517	0.58192	-0.40261	0.08041	0.0439	-0.88328	-0.39681	0.18251	-1.66211	-0.55024	2
1.62836	1.11161	2.21181	-0.22725	0.49998	0.67396	1.63619	0.19517	1.08696	0.2947	1.67793	-1.09995	0.29735	-0.90257	-1.08366	-1.1932	-0.84136	-1.08338	0.00711	0.4279	-0.08888	1
-1.27226	-0.2171	-1.11319	0.01299	-0.05416	-1.43166	-1.44451	-1.16217	-1.56443	0.8693	-0.72047	-0.59084	0.10965	0.29053	1.38814	0.63484	1.45811	0.55165	0.97594	-0.73733	0.37247	2
0.2622	-0.08423	0.25048	0.19671	0.68469	2.4654	0.90198	1.16306	0.19715	0.54282	0.15006	-1.76113	-0.37474	-0.56737	-1.08366	-0.95572	-0.32039	-0.595	-1.73844	-1.02401	-0.2293	1
